place_name,category,cost_category,indoor_outdoor,popularity_rating,destination_city
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Kanyakumari
Sangam Restaurant,Foodie / Culture Seeker,Budget,indoor,1,Kanyakumari
Fresh Fish Market Restaurants,Foodie / Culture Seeker,Budget,outdoor,2,Kanyakumari
Vivekananda Rock Ferry Ride,Adventure Seeker / Family Planner,Mid-range,outdoor,1,Kanyakumari
Swimming at Muttom Beach,Adventure Seeker / Nature Lover,Budget,outdoor,2,Kanyakumari
Vivekananda Kendra,Spiritual Traveler / Relaxation Lover,Budget,indoor,2,Kanyakumari
Children's Park Kanyakumari,Family Planner / Nature Lover,Budget,outdoor,1,Kanyakumari
Thirparappu Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Kanyakumari
Vivekananda Mandapam,Spiritual Traveler / Culture Seeker,Budget,outdoor,2,Kanyakumari
Nagercoil Clock Tower,Culture Seeker / Urban Explorer,Budget,outdoor,1,Kanyakumari
Baywatch Amusement Park,Family Planner / Adventure Seeker,Mid-range,outdoor,3,Kanyakumari
Pechiparai Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Vattaparai Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Kanyakumari
Kaalikesam Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Kanyakumari
Ulakkai Aruvi,Nature Lover / Adventure Seeker,Budget,outdoor,3,Kanyakumari
Valli Chunai Kumarakoil,Nature Lover / Adventure Seeker,Budget,outdoor,4,Kanyakumari
Marunthu Kottai Hill,Adventure Seeker / Culture Seeker,Budget,outdoor,4,Kanyakumari
Kumarakovil Subramanya Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
St. Catherine Church Eraviputhenthurai,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
St. Thasmnavis Matha Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
St. Antony's Church Nagercoil,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
Holy Cross Church Nagercoil,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
Mandaikadu Bhagavathy Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Arulmigu Bhagavathy Amman Temple Nagercoil,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Arulmigu Suchindram Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Baywatch Water Theme Park,Family Planner / Adventure Seeker,Mid-range,outdoor,4,Kanyakumari
Chitharal Hill,Adventure Seeker / Culture Seeker,Budget,outdoor,3,Kanyakumari
Manavalakurichi Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Vallavilai Beach,Nature Lover / Romantic Couple,Budget,outdoor,2,Kanyakumari
Colachel Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Thengapattanam Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Kanyakumari Aquarium,Family Planner / Nature Lover,Mid-range,indoor,2,Kanyakumari
Government Museum Nagercoil,Culture Seeker / Budget Backpacker,Budget,indoor,2,Kanyakumari
Bharat Mata Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
Pechiparai Reservoir,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Perunchani Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Chittar Dam,Nature Lover / Family Planner,Budget,outdoor,2,Kanyakumari
Mamandur Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Manakkudy Adi Kesava Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Kanyakumari
Colachel Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Kanyakumari
Colachel Battle Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Kanyakumari
Mathoor Hanging Trough,Adventure Seeker / Nature Lover,Budget,outdoor,2,Kanyakumari
Sanguthurai Beach Sunset View,Nature Lover / Romantic Couple,Budget,outdoor,1,Kanyakumari
Nagercoil Main Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Kanyakumari
Gandhi Smarak Sangrahalaya,Culture Seeker / Budget Backpacker,Budget,indoor,1,Kanyakumari
Vivekananda Pictorial Exhibition,Culture Seeker / Family Planner,Budget,indoor,1,Kanyakumari
Kanyakumari Government Art Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Kanyakumari
Vattakottai Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Sotovilai Beach Sunrise Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Kanyakumari
Navaladi Thamaraikulam Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Kanyakumari
Thuckalay Market,Shopper / Urban Explorer,Budget,outdoor,2,Kanyakumari
Kanyakumari Pearl Shopping,Shopper / Urban Explorer,Mid-range,indoor,2,Kanyakumari
Hotel Sun Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Kanyakumari
Triveni Restaurant,Foodie / Culture Seeker,Mid-range,indoor,1,Kanyakumari
Hotel Bharath,Foodie / Budget Backpacker,Budget,indoor,1,Kanyakumari
Hotel Seashore,Foodie / Nature Lover,Mid-range,indoor,2,Kanyakumari
Cape Comorin Hotel Restaurant,Foodie / Romantic Couple,Mid-range,indoor,2,Kanyakumari
Nagercoil Junction Shopping Area,Shopper / Urban Explorer,Budget,outdoor,2,Kanyakumari
Sri Vattakottai Sivan Temple,Spiritual Traveler / Nature Lover,Budget,both,1,Kanyakumari
Coral Reef Walk Vivekananda Rock,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Kanyakumari
Thengapattanam Estuary,Nature Lover / Relaxation Lover,Budget,outdoor,2,Kanyakumari
Nagercoil Nadar Mahajan Sangam,Culture Seeker / Budget Backpacker,Budget,indoor,1,Kanyakumari
Suruli Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Chinna Suruli Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Kumbakkarai Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Kumbakarai Main Falls,Adventure Seeker / Nature Lover,Budget,outdoor,2,Theni
Meghamalai (High Wavy Mountains),Nature Lover / Adventure Seeker,Mid-range,outdoor,6,Theni
Meghamalai Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Kurangani Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Theni
Maharaja Mettu,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Vaigai Dam,Nature Lover / Family Planner,Budget,outdoor,3,Theni
Vaigai Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Theni
Shanmuganathi Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Sothuparai Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Manalar Dam,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Meghamalai Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Theni
Meghamalai Tiger Reserve,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Theni
Meghamalai Tea Estates,Nature Lover / Relaxation Lover,Mid-range,outdoor,3,Theni
High Wavy Tea Estate Tour,Nature Lover / Culture Seeker,Mid-range,outdoor,3,Theni
Kolukkumalai Tea Estate (Border),Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Theni
Kuchanur Sri Saneeswara Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Theni
Devadanapatti Kamakshi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Kailasanathar Temple Cave,Spiritual Traveler / Culture Seeker,Budget,outdoor,2,Theni
Veerapandi Gowmariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Mangaladevi Temple Thekkady Border,Spiritual Traveler / Adventure Seeker,Mid-range,both,3,Theni
Vellappar Temple Mavuthu,Spiritual Traveler / Nature Lover,Budget,both,2,Theni
Murugan Temple Meghamalai,Spiritual Traveler / Adventure Seeker,Budget,both,2,Theni
Colonel Pennycuick Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Theni
Bodi Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Theni
Theertha Thotti Sacred Pool,Spiritual Traveler / Nature Lover,Budget,outdoor,2,Theni
Mavuthu Natural Springs,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Theni Main Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Theni
Cumbum Grape Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Theni
Theni Textile Market,Shopper / Urban Explorer,Budget,indoor,2,Theni
Saravana Bhavan Theni,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Hotel Aryaas Theni,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Thooppukadai Mess,Foodie / Culture Seeker,Budget,indoor,1,Theni
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Meghamalai Trekking,Adventure Seeker / Nature Lover,Mid-range,outdoor,6,Theni
Kurangani Hills Trek,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Theni
Meghamalai Jeep Safari,Adventure Seeker / Family Planner,Mid-range,outdoor,4,Theni
Theni Children's Park,Family Planner / Nature Lover,Budget,outdoor,1,Theni
Periyakulam Town Park,Nature Lover / Family Planner,Budget,outdoor,1,Theni
Vellimalai Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Theni
Kambam Valley View,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Meghamalai Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Cumbum Valley Vineyards,Nature Lover / Culture Seeker,Mid-range,outdoor,2,Theni
Theni Organic Farms Tour,Culture Seeker / Family Planner,Budget,outdoor,3,Theni
Kodi Lingam Sacred Site,Spiritual Traveler / Adventure Seeker,Budget,outdoor,2,Theni
Ellapatti River,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Periyakulam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Arulmigu Balasubramanya Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Veerappa Ayyanar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Kamatchi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Poondi Sanneeswaran Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Arulmigu Vinayaga Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Theni
Chokkanatha Swamy Temple Periyakulam,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Arulmigu Maha Saraswathi Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Theni
Kottai Mariamman Temple Periyakulam,Spiritual Traveler / Culture Seeker,Budget,both,1,Theni
Arulmigu Kumara Swamy Temple Uthamapalayam,Spiritual Traveler / Culture Seeker,Budget,both,2,Theni
Vellimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,3,Theni
Varusanadu Hills,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Theni
Vellimalai Hills,Adventure Seeker / Nature Lover,Budget,outdoor,4,Theni
Meghamalai Cardamom Estates,Nature Lover / Relaxation Lover,Mid-range,outdoor,3,Theni
Meghamalai Coffee Plantations,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Cloudy Valley Meghamalai,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Elephant Valley Meghamalai,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Theni
Semmalathevanpatti Water Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Periyar Dam Thekkady Border,Nature Lover / Romantic Couple,Budget,outdoor,2,Theni
Cumbum Valley,Nature Lover / Romantic Couple,Budget,outdoor,3,Theni
Cumbum Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Chinnamanur Town,Culture Seeker / Shopper / Urban Explorer,Budget,outdoor,2,Theni
Bodi Hills Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Theni
Uthamapalayam Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Theni
St. Mary's Church Periyakulam,Spiritual Traveler / Culture Seeker,Budget,both,1,Theni
Theni Government Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Theni
Periyakulam Sugar Factory Heritage,Culture Seeker / Family Planner,Budget,outdoor,2,Theni
Theni District Park,Nature Lover / Family Planner,Budget,outdoor,1,Theni
Uthamapalayam Town Park,Nature Lover / Family Planner,Budget,outdoor,1,Theni
Chinnamanur Children's Park,Family Planner / Nature Lover,Budget,outdoor,1,Theni
Manjakudi Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Tiger Falls Bodi,Nature Lover / Adventure Seeker,Budget,outdoor,3,Theni
Veerapandi Temple Festival Ground,Culture Seeker / Spiritual Traveler,Budget,outdoor,2,Theni
Theni Collectorate Heritage Building,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Theni
Periyakulam Bus Stand Market,Shopper / Urban Explorer,Budget,outdoor,2,Theni
Bodi Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Theni
Uthamapalayam Shopping Street,Shopper / Urban Explorer,Budget,outdoor,2,Theni
Hotel Vasantha Bhavan Theni,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Junior Kuppanna Theni,Foodie / Culture Seeker,Mid-range,indoor,1,Theni
Sree Annapoorna Theni,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Grand Sweets Theni,Foodie / Budget Backpacker,Budget,indoor,1,Theni
Cafe Coffee Day Periyakulam,Foodie / Romantic Couple,Mid-range,indoor,1,Theni
Meghamalai Nature Stay,Relaxation Lover / Nature Lover,Premium,outdoor,8,Theni
Meghamalai Bird Watching,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Theni
Vaigai River Boating,Adventure Seeker / Nature Lover,Mid-range,outdoor,2,Theni
Sothuparai Dam Boating,Adventure Seeker / Family Planner,Mid-range,outdoor,1,Theni
Meghamalai Organic Spice Farm,Culture Seeker / Nature Lover,Mid-range,outdoor,2,Theni
Kambam Town Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Theni
Cumbum Grapes Farm Visit,Culture Seeker / Family Planner,Budget,outdoor,2,Theni
Meghamalai Pepper Plantations,Nature Lover / Relaxation Lover,Budget,outdoor,2,Theni
Theni Railway Station Heritage,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Theni
Adiyogi Shiva Statue & Isha Yoga Centre,Spiritual Traveler / Culture Seeker,Budget,outdoor,3,Coimbatore
Dhyanalinga Temple,Spiritual Traveler / Relaxation Lover,Budget,both,2,Coimbatore
Marudhamalai Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Coimbatore
Perur Pateeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Eachanari Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Koniamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Vellingiri Hill Temple,Spiritual Traveler / Adventure Seeker,Mid-range,outdoor,8,Coimbatore
Masaniamman Temple Anaimalai,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Siruvani Waterfalls (Kovai Kutralam),Nature Lover / Adventure Seeker,Budget,outdoor,4,Coimbatore
Vaidehi Falls (Monkey Falls),Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Monkey Falls,Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
Kodiveri Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Valparai Hill Station,Nature Lover / Relaxation Lover,Mid-range,outdoor,8,Coimbatore
Valparai Tea Estates,Nature Lover / Romantic Couple,Mid-range,outdoor,3,Coimbatore
Anaikatti Hills,Nature Lover / Adventure Seeker,Budget,outdoor,4,Coimbatore
Aliyar Dam,Nature Lover / Family Planner,Mid-range,outdoor,3,Coimbatore
Aliyar Dam Park,Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
Siruvani Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Coimbatore
Parambikulam Dam,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Coimbatore
Indira Gandhi Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Coimbatore
Salim Ali Centre for Ornithology,Nature Lover / Culture Seeker,Budget,indoor,3,Coimbatore
Black Thunder Water Theme Park,Adventure Seeker / Family Planner,Premium,outdoor,6,Coimbatore
Kovai Kondattam Amusement Park,Family Planner / Adventure Seeker,Mid-range,outdoor,5,Coimbatore
Maharaja Theme Park,Family Planner / Adventure Seeker,Mid-range,outdoor,4,Coimbatore
VOC Park and Zoo,Nature Lover / Family Planner,Budget,outdoor,3,Coimbatore
Gandhi Park (Singanallur),Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
Bharathi Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Coimbatore
Botanical Garden TNAU,Nature Lover / Culture Seeker,Budget,outdoor,2,Coimbatore
GEDEE Car Museum,Culture Seeker / Family Planner,Budget,indoor,2,Coimbatore
Gass Forest Museum,Culture Seeker / Nature Lover,Budget,indoor,2,Coimbatore
Tamil Nadu Police Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Coimbatore
Regional Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,indoor,3,Coimbatore
Brookefields Mall,Shopper / Urban Explorer / Foodie,Mid-range,indoor,3,Coimbatore
Prozone Mall,Shopper / Urban Explorer,Mid-range,indoor,3,Coimbatore
RS Puram Shopping Area,Shopper / Urban Explorer,Budget,outdoor,2,Coimbatore
Town Hall Market,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Coimbatore
Hari Bhavanam,Foodie / Culture Seeker,Budget,indoor,1,Coimbatore
Annapoorna Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Coimbatore
That's Y Food,Foodie / Romantic Couple,Mid-range,indoor,2,Coimbatore
Shree Anandhaas,Foodie / Budget Backpacker,Budget,indoor,1,Coimbatore
Sree Annapoorna Sree Gowrishankar,Foodie / Budget Backpacker,Budget,indoor,1,Coimbatore
Junior Kuppanna,Foodie / Culture Seeker,Mid-range,indoor,1,Coimbatore
Vellingiri Hills Trekking,Adventure Seeker / Spiritual Traveler,Mid-range,outdoor,8,Coimbatore
Rock Climbing at Marudhamalai,Adventure Seeker / Nature Lover,Budget,outdoor,3,Coimbatore
Kovai Courtallam River,Nature Lover / Relaxation Lover,Budget,outdoor,2,Coimbatore
Mahatma Gandhi Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Coimbatore
Singanallur Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Coimbatore
Race Course,Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
Codissia Trade Fair Complex,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,3,Coimbatore
Black Thunder Mountain,Adventure Seeker / Nature Lover,Budget,outdoor,3,Coimbatore
Puliakulam Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Arulmigu Subramaniya Swamy Temple Anuvavi,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Vana Bathrakaliamman Temple Mettupalayam,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Aranganathar Temple Karamadai,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Saibaba Temple Coimbatore,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Sree Ayyappan Temple Coimbatore,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Balaji Temple Valparai,Spiritual Traveler / Culture Seeker,Budget,both,2,Coimbatore
Then Thiruppathy Temple Sirumugai,Spiritual Traveler / Culture Seeker,Budget,both,3,Coimbatore
Kamakshi Amman Temple RS Puram,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Sarada Temple Race Course,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Jain Temple RS Puram,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Athjar Jamad Mazid Mosque,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Gurudwara RS Puram,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Immanuel Church Uppilipalayam,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Christ Church Trichy Road,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Anthoniar Church Puliakulam,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Chinnakallar Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Athirapally Waterfalls,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Coimbatore
Thandumariamman Temple Avinashi Road,Spiritual Traveler / Culture Seeker,Budget,both,1,Coimbatore
Anubhavi Subramaniar Temple,Spiritual Traveler / Nature Lover,Budget,both,2,Coimbatore
Cholayar Dam Valparai,Nature Lover / Relaxation Lover,Mid-range,outdoor,2,Coimbatore
Pillur Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Coimbatore
Kadamparai Power House,Culture Seeker / Nature Lover,Budget,outdoor,2,Coimbatore
Baraliyadhoo Karamadai Forest,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Horticulture Farms Kallar,Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
TNAU Insect Museum,Culture Seeker / Family Planner,Budget,indoor,2,Coimbatore
Dhoni Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Coimbatore
Dhoni Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Anaikatti Nature Trails,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
Velliangiri View Point,Nature Lover / Romantic Couple,Budget,outdoor,2,Coimbatore
Fun Republic Mall,Shopper / Urban Explorer,Mid-range,indoor,3,Coimbatore
DB City Mall,Shopper / Urban Explorer / Foodie,Mid-range,indoor,3,Coimbatore
Cross Cut Road Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Coimbatore
Oppanakkara Street Shopping,Shopper / Urban Explorer / Budget Backpacker,Budget,outdoor,2,Coimbatore
Gandhipuram Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Coimbatore
Ukkadam Flower Market,Culture Seeker / Shopper / Urban Explorer,Budget,outdoor,2,Coimbatore
Hotel Kannappa,Foodie / Culture Seeker,Mid-range,indoor,1,Coimbatore
Haribhavanam North Indian,Foodie / Budget Backpacker,Budget,indoor,1,Coimbatore
The French Door,Foodie / Romantic Couple,Premium,indoor,2,Coimbatore
Peelamedu Naidu Hall,Culture Seeker / Budget Backpacker,Budget,indoor,1,Coimbatore
Ukkadam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,1,Coimbatore
Sulur Lake,Nature Lover / Relaxation Lover,Budget,outdoor,2,Coimbatore
Valankulam Lake,Nature Lover / Relaxation Lover,Budget,outdoor,1,Coimbatore
Kovai Kondattam Aqua Park,Adventure Seeker / Family Planner,Mid-range,outdoor,4,Coimbatore
Birds Sanctuary Singanallur Lake,Nature Lover / Family Planner,Budget,outdoor,2,Coimbatore
Isha Home School Campus,Culture Seeker / Relaxation Lover,Budget,outdoor,2,Coimbatore
Textile Markets Coimbatore,Shopper / Urban Explorer,Budget,indoor,2,Coimbatore
Vaitheki Falls Narasipuram,Nature Lover / Adventure Seeker,Budget,outdoor,3,Coimbatore
PSG College of Arts Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Coimbatore
Coimbatore Airport Viewing Gallery,Culture Seeker / Family Planner,Budget,indoor,1,Coimbatore
Sri Ranganathaswamy Temple Srirangam,Spiritual Traveler / Culture Seeker,Budget,both,4,Tiruchirappalli
Rock Fort Temple (Ucchi Pillayar),Spiritual Traveler / Adventure Seeker,Budget,outdoor,3,Tiruchirappalli
Thayumanaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Jambukeswarar Temple (Thiruvanaikaval),Spiritual Traveler / Culture Seeker,Budget,both,3,Tiruchirappalli
Samayapuram Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Tiruchirappalli
Erumbeeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Brahmapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Vekkali Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Sri Subramanya Swamy Temple Vayalur,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
Thirunedungulam Nathar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tiruchirappalli
St. Lourdes Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
St. Joseph's Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Natharsha Dargah,Spiritual Traveler / Culture Seeker,Budget,both,1,Tiruchirappalli
Kallanai Dam (Grand Anicut),Culture Seeker / Nature Lover,Budget,outdoor,2,Tiruchirappalli
Upper Anaicut (Mukkombu),Nature Lover / Family Planner,Budget,outdoor,3,Tiruchirappalli
Puliyancholai Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Tiruchirappalli
Agaya Gangai Waterfalls,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Tiruchirappalli
Pachamalai Hills,Adventure Seeker / Nature Lover,Mid-range,outdoor,6,Tiruchirappalli
Kolli Hills,Nature Lover / Adventure Seeker,Mid-range,outdoor,8,Tiruchirappalli
Government Museum Trichy,Culture Seeker / Budget Backpacker,Budget,indoor,2,Tiruchirappalli
Railway Museum Trichy,Culture Seeker / Family Planner,Budget,indoor,2,Tiruchirappalli
Anna Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,indoor,3,Tiruchirappalli
Butterfly Park Srirangam,Nature Lover / Family Planner,Budget,outdoor,2,Tiruchirappalli
Trichy Birds Park,Nature Lover / Family Planner,Budget,outdoor,2,Tiruchirappalli
Anna Memorial Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Tiruchirappalli
Children's Park Trichy,Family Planner / Nature Lover,Budget,outdoor,1,Tiruchirappalli
Chokkanatha Nayak Palace,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Tiruchirappalli
Chinna Kadai Street,Shopper / Urban Explorer,Budget,outdoor,2,Tiruchirappalli
Big Bazaar Street,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Tiruchirappalli
Trichy Main Guard Gate Market,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Tiruchirappalli
Puthur Market,Shopper / Urban Explorer,Budget,outdoor,2,Tiruchirappalli
Femina Shopping Mall,Shopper / Urban Explorer,Mid-range,indoor,3,Tiruchirappalli
Vasantha Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Sangeetha Restaurant Trichy,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Hotel Kannappa,Foodie / Culture Seeker,Mid-range,indoor,1,Tiruchirappalli
Saravana Bhavan Trichy,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Diana Restaurant,Foodie / Romantic Couple,Mid-range,indoor,2,Tiruchirappalli
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Tiruchirappalli
Rock Fort Climb (437 Steps),Adventure Seeker / Spiritual Traveler,Budget,outdoor,2,Tiruchirappalli
