place_name,category,cost_category,suitable_for,duration_hours,timing,destination_city
Meghamalai Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,2,16:00-19:00,Theni
Cumbum Valley Vineyards,Nature Lover / Culture Seeker,Mid-range,Couple / Family,2,09:00-17:00,Theni
Theni Organic Farms Tour,Culture Seeker / Family Planner,Budget,Family,3,09:00-16:00,Theni
Kodi Lingam Sacred Site,Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Theni
Ellapatti River,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Theni
Periyakulam Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Theni
Arulmigu Balasubramanya Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Veerappa Ayyanar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Kamatchi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Poondi Sanneeswaran Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Arulmigu Vinayaga Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Theni
Chokkanatha Swamy Temple Periyakulam,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Arulmigu Maha Saraswathi Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Theni
Kottai Mariamman Temple Periyakulam,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Theni
Arulmigu Kumara Swamy Temple Uthamapalayam,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Vellimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,Family,3,06:00-20:00,Theni
Varusanadu Hills,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-18:00,Theni
Vellimalai Hills,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-18:00,Theni
Meghamalai Cardamom Estates,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,3,09:00-17:00,Theni
Meghamalai Coffee Plantations,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Theni
Cloudy Valley Meghamalai,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Theni
Elephant Valley Meghamalai,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-17:00,Theni
Semmalathevanpatti Water Dam,Nature Lover / Relaxation Lover,Budget,Family,2,08:00-18:00,Theni
Periyar Dam Thekkady Border,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:00-18:00,Theni
Cumbum Valley,Nature Lover / Romantic Couple,Budget,Couple / Family,3,06:00-18:00,Theni
Cumbum Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Theni
Chinnamanur Town,Culture Seeker / Shopper / Urban Explorer,Budget,Family,2,09:00-20:00,Theni
Bodi Hills Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Theni
Uthamapalayam Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Theni
St. Mary's Church Periyakulam,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Theni
Theni Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Theni
Periyakulam Sugar Factory Heritage,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Theni
Theni District Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Theni
Uthamapalayam Town Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Theni
Chinnamanur Children's Park,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Theni
Manjakudi Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Theni
Tiger Falls Bodi,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Theni
Veerapandi Temple Festival Ground,Culture Seeker / Spiritual Traveler,Budget,Family,2,Seasonal,Theni
Theni Collectorate Heritage Building,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Theni
Periyakulam Bus Stand Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Theni
Bodi Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-20:00,Theni
Uthamapalayam Shopping Street,Shopper / Urban Explorer,Budget,Family,2,09:00-20:00,Theni
Hotel Vasantha Bhavan Theni,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Theni
Junior Kuppanna Theni,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Theni
Sree Annapoorna Theni,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Theni
Grand Sweets Theni,Foodie / Budget Backpacker,Budget,Family,1,08:00-22:00,Theni
Cafe Coffee Day Periyakulam,Foodie / Romantic Couple,Mid-range,Couple,1,09:00-22:00,Theni
Meghamalai Nature Stay,Relaxation Lover / Nature Lover,Premium,Couple / Family,8,06:00-22:00,Theni
Meghamalai Bird Watching,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,06:00-10:00,Theni
Vaigai River Boating,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,09:00-17:00,Theni
Sothuparai Dam Boating,Adventure Seeker / Family Planner,Mid-range,Family,1,09:00-17:00,Theni
Meghamalai Organic Spice Farm,Culture Seeker / Nature Lover,Mid-range,Couple / Family,2,09:00-17:00,Theni
Kambam Town Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,08:00-18:00,Theni
Cumbum Grapes Farm Visit,Culture Seeker / Family Planner,Budget,Family,2,09:00-17:00,Theni
Meghamalai Pepper Plantations,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Theni
Theni Railway Station Heritage,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,06:00-20:00,Theni
Adiyogi Shiva Statue & Isha Yoga Centre,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,3,06:00-20:00,Coimbatore
Dhyanalinga Temple,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,2,06:00-20:00,Coimbatore
Marudhamalai Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Coimbatore
Perur Pateeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:30, 16:00-20:30",Coimbatore
Eachanari Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Koniamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Coimbatore
Vellingiri Hill Temple,Spiritual Traveler / Adventure Seeker,Mid-range,Family,8,04:00-18:00,Coimbatore
Masaniamman Temple Anaimalai,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Siruvani Waterfalls (Kovai Kutralam),Nature Lover / Adventure Seeker,Budget,Couple / Family,4,10:00-17:00,Coimbatore
Vaidehi Falls (Monkey Falls),Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Monkey Falls,Nature Lover / Family Planner,Budget,Family,2,09:00-17:00,Coimbatore
Kodiveri Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Valparai Hill Station,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,8,06:00-18:00,Coimbatore
Valparai Tea Estates,Nature Lover / Romantic Couple,Mid-range,Couple / Family,3,09:00-17:00,Coimbatore
Anaikatti Hills,Nature Lover / Adventure Seeker,Budget,Couple / Family,4,06:00-18:00,Coimbatore
Aliyar Dam,Nature Lover / Family Planner,Mid-range,Family,3,09:00-18:00,Coimbatore
Aliyar Dam Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Coimbatore
Siruvani Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Coimbatore
Parambikulam Dam,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-17:00,Coimbatore
Indira Gandhi Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-18:00,Coimbatore
Salim Ali Centre for Ornithology,Nature Lover / Culture Seeker,Budget,Couple / Family,3,09:00-17:00,Coimbatore
Black Thunder Water Theme Park,Adventure Seeker / Family Planner,Premium,Family,6,10:00-18:00,Coimbatore
Kovai Kondattam Amusement Park,Family Planner / Adventure Seeker,Mid-range,Family,5,10:00-18:00,Coimbatore
Maharaja Theme Park,Family Planner / Adventure Seeker,Mid-range,Family,4,10:00-19:00,Coimbatore
VOC Park and Zoo,Nature Lover / Family Planner,Budget,Family,3,09:00-18:00,Coimbatore
Gandhi Park (Singanallur),Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Coimbatore
Bharathi Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Coimbatore
Botanical Garden TNAU,Nature Lover / Culture Seeker,Budget,Couple / Family,2,09:00-17:00,Coimbatore
GEDEE Car Museum,Culture Seeker / Family Planner,Budget,Family,2,09:30-18:00,Coimbatore
Gass Forest Museum,Culture Seeker / Nature Lover,Budget,Couple / Family,2,10:00-17:00,Coimbatore
Tamil Nadu Police Museum,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,10:00-17:00,Coimbatore
Regional Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,Family,3,10:00-18:00,Coimbatore
Brookefields Mall,Shopper / Urban Explorer / Foodie,Mid-range,Family,3,10:00-22:00,Coimbatore
Prozone Mall,Shopper / Urban Explorer,Mid-range,Couple / Family,3,10:00-22:00,Coimbatore
RS Puram Shopping Area,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Coimbatore
Town Hall Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-21:00,Coimbatore
Hari Bhavanam,Foodie / Culture Seeker,Budget,Family,1,07:00-22:00,Coimbatore
Annapoorna Restaurant,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:30,Coimbatore
That's Y Food,Foodie / Romantic Couple,Mid-range,Couple,2,12:00-23:00,Coimbatore
Shree Anandhaas,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:30,Coimbatore
Sree Annapoorna Sree Gowrishankar,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:00,Coimbatore
Junior Kuppanna,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Coimbatore
Vellingiri Hills Trekking,Adventure Seeker / Spiritual Traveler,Mid-range,Couple / Family,8,04:00-12:00,Coimbatore
Rock Climbing at Marudhamalai,Adventure Seeker / Nature Lover,Budget,Couple,3,07:00-17:00,Coimbatore
Kovai Courtallam River,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Coimbatore
Mahatma Gandhi Memorial,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Coimbatore
Singanallur Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Coimbatore
Race Course,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Coimbatore
Codissia Trade Fair Complex,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,3,10:00-20:00,Coimbatore
Black Thunder Mountain,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Puliakulam Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Arulmigu Subramaniya Swamy Temple Anuvavi,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Vana Bathrakaliamman Temple Mettupalayam,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Aranganathar Temple Karamadai,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Saibaba Temple Coimbatore,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,05:00-21:00,Coimbatore
Sree Ayyappan Temple Coimbatore,Spiritual Traveler / Culture Seeker,Budget,Family,2,04:00-21:00,Coimbatore
Balaji Temple Valparai,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Then Thiruppathy Temple Sirumugai,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Coimbatore
Kamakshi Amman Temple RS Puram,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Coimbatore
Sarada Temple Race Course,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Coimbatore
Jain Temple RS Puram,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,09:00-17:00,Coimbatore
Athjar Jamad Mazid Mosque,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,05:00-20:00,Coimbatore
Gurudwara RS Puram,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-20:00,Coimbatore
Immanuel Church Uppilipalayam,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Coimbatore
Christ Church Trichy Road,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Coimbatore
Anthoniar Church Puliakulam,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Coimbatore
Chinnakallar Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Athirapally Waterfalls,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-18:00,Coimbatore
Thandumariamman Temple Avinashi Road,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Coimbatore
Anubhavi Subramaniar Temple,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-20:00,Coimbatore
Cholayar Dam Valparai,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,2,09:00-17:00,Coimbatore
Pillur Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Coimbatore
Kadamparai Power House,Culture Seeker / Nature Lover,Budget,Couple / Family,2,10:00-17:00,Coimbatore
Baraliyadhoo Karamadai Forest,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Coimbatore
Horticulture Farms Kallar,Nature Lover / Family Planner,Budget,Family,2,09:00-17:00,Coimbatore
TNAU Insect Museum,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Coimbatore
Dhoni Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-18:00,Coimbatore
Dhoni Waterfalls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Anaikatti Nature Trails,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Coimbatore
Velliangiri View Point,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-19:00,Coimbatore
Fun Republic Mall,Shopper / Urban Explorer,Mid-range,Family,3,10:00-22:00,Coimbatore
DB City Mall,Shopper / Urban Explorer / Foodie,Mid-range,Family,3,10:00-22:00,Coimbatore
Cross Cut Road Shopping,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Coimbatore
Oppanakkara Street Shopping,Shopper / Urban Explorer / Budget Backpacker,Budget,Family,2,09:00-21:00,Coimbatore
Gandhipuram Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Coimbatore
Ukkadam Flower Market,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,05:00-11:00,Coimbatore
Hotel Kannappa,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Coimbatore
Haribhavanam North Indian,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Coimbatore
The French Door,Foodie / Romantic Couple,Premium,Couple,2,12:00-23:00,Coimbatore
Peelamedu Naidu Hall,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Coimbatore
Ukkadam Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,1,06:00-19:00,Coimbatore
Sulur Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Coimbatore
Valankulam Lake,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-19:00,Coimbatore
Kovai Kondattam Aqua Park,Adventure Seeker / Family Planner,Mid-range,Family,4,10:00-18:00,Coimbatore
Birds Sanctuary Singanallur Lake,Nature Lover / Family Planner,Budget,Couple / Family,2,06:00-18:00,Coimbatore
Isha Home School Campus,Culture Seeker / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Coimbatore
Textile Markets Coimbatore,Shopper / Urban Explorer,Budget,Family,2,10:00-20:00,Coimbatore
Vaitheki Falls Narasipuram,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
PSG College of Arts Museum,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,10:00-17:00,Coimbatore
Coimbatore Airport Viewing Gallery,Culture Seeker / Family Planner,Budget,Family,1,09:00-18:00,Coimbatore
Sri Ranganathaswamy Temple Srirangam,Spiritual Traveler / Culture Seeker,Budget,Family,4,06:00-21:00,Tiruchirappalli
Rock Fort Temple (Ucchi Pillayar),Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,3,06:00-20:00,Tiruchirappalli
Thayumanaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Jambukeswarar Temple (Thiruvanaikaval),Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:30, 16:00-20:30",Tiruchirappalli
Samayapuram Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-21:00,Tiruchirappalli
Erumbeeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Tiruchirappalli
Brahmapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Vekkali Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Sri Subramanya Swamy Temple Vayalur,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Thirunedungulam Nathar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruchirappalli
St. Lourdes Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
St. Joseph's Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Natharsha Dargah,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-20:00,Tiruchirappalli
Kallanai Dam (Grand Anicut),Culture Seeker / Nature Lover,Budget,Couple / Family,2,06:00-18:00,Tiruchirappalli
Upper Anaicut (Mukkombu),Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Tiruchirappalli
Puliyancholai Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Tiruchirappalli
Agaya Gangai Waterfalls,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,08:00-17:00,Tiruchirappalli
Pachamalai Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,6,06:00-18:00,Tiruchirappalli
Kolli Hills,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,8,06:00-18:00,Tiruchirappalli
Government Museum Trichy,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Railway Museum Trichy,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Tiruchirappalli
Anna Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,Family,3,10:00-18:00,Tiruchirappalli
Butterfly Park Srirangam,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Tiruchirappalli
Trichy Birds Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Tiruchirappalli
Anna Memorial Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Tiruchirappalli
Children's Park Trichy,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Tiruchirappalli
Chokkanatha Nayak Palace,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Chinna Kadai Street,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Tiruchirappalli
Big Bazaar Street,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Tiruchirappalli
Trichy Main Guard Gate Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-21:00,Tiruchirappalli
Puthur Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Tiruchirappalli
Femina Shopping Mall,Shopper / Urban Explorer,Mid-range,Couple / Family,3,10:00-22:00,Tiruchirappalli
Vasantha Bhavan,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:30,Tiruchirappalli
Sangeetha Restaurant Trichy,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Tiruchirappalli
Hotel Kannappa,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Tiruchirappalli
Saravana Bhavan Trichy,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tiruchirappalli
Diana Restaurant,Foodie / Romantic Couple,Mid-range,Couple,2,11:00-23:00,Tiruchirappalli
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Tiruchirappalli
Rock Fort Climb (437 Steps),Adventure Seeker / Spiritual Traveler,Budget,Couple / Family,2,06:00-20:00,Tiruchirappalli
Kaveri River Boating,Adventure Seeker / Family Planner,Budget,Family,1,09:00-18:00,Tiruchirappalli
Teppakulam Temple Tank,Nature Lover / Spiritual Traveler,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Kaveri River Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Tiruchirappalli
Gandhi Market Complex,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,08:00-20:00,Tiruchirappalli
Trichy Airport Viewing Area,Culture Seeker / Family Planner,Budget,Family,1,Open 24 hours,Tiruchirappalli
Ucchi Pillayar Rockfort Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-20:00,Tiruchirappalli
Cauvery Delta Region Tour,Culture Seeker / Nature Lover,Mid-range,Couple / Family,5,08:00-17:00,Tiruchirappalli
Woraiyur Ancient Chola Capital,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Trichy Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,08:00-11:00,Tiruchirappalli
Srirangam Island,Spiritual Traveler / Nature Lover,Budget,Couple / Family,4,06:00-20:00,Tiruchirappalli
Trichy Trade Centre,Shopper / Urban Explorer,Mid-range,Family,2,10:00-21:00,Tiruchirappalli
Varahi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Gunaseelam Vishnu Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Lalgudi Panchavarnaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Amma Mandapam,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-20:00,Tiruchirappalli
Arulmigu Prasanna Venkatesa Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Pushpavaneswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Tiruchirappalli
Mariamman Teppakulam,Spiritual Traveler / Nature Lover,Budget,Couple / Family,2,06:00-19:00,Tiruchirappalli
Arulmigu Manachanallur Balasubramaniya Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Arulmigu Sri Aiyarappar Temple Thiruvaiyaru,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Tiruchirappalli
Narasimha Temple Namakkal,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
All Saints Church Puthur,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Christ Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Holy Redeemer Church Cantonment,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Tiruchirappalli
Immanuel Church Ramalinga Nagar,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Tiruchirappalli
Pazhamudhircholai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,Family,3,06:00-20:00,Tiruchirappalli
Nakshatra Vanam Park,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Tiruchirappalli
Mukkombu Picnic Spot,Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Tiruchirappalli
Kaveri River Park,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-19:00,Tiruchirappalli
Karumandapam Bus Stand Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Tiruchirappalli
Jamal Mohamed College Park,Nature Lover / Relaxation Lover,Budget,Couple / Family,1,06:00-20:00,Tiruchirappalli
Cantonment Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Tiruchirappalli
Trichy Deer Park Lalgudi,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Tiruchirappalli
Perumal Malai Hills,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-18:00,Tiruchirappalli
Ettukudi Village Tourism,Culture Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Tiruchirappalli
Thiruvaiyaru Music Festival Ground,Culture Seeker / Spiritual Traveler,Budget,Family,2,Seasonal,Tiruchirappalli
Tiruchirappalli Fort Ruins,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Tiruverumbur Manikkavannar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Manachanallur Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Tiruchirappalli
Kollidam River Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Tiruchirappalli
Trichy Chinna Kadai,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,10:00-21:00,Tiruchirappalli
NSB Road Shopping,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Tiruchirappalli
Williams Road Market,Shopper / Urban Explorer,Budget,Family,2,09:00-21:00,Tiruchirappalli
Thennur Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-20:00,Tiruchirappalli
Srirangam Market Street,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-21:00,Tiruchirappalli
Amma Shopping Complex,Shopper / Urban Explorer,Mid-range,Family,3,10:00-21:00,Tiruchirappalli
Sri Krishna Sweets Trichy,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Tiruchirappalli
Junior Kuppanna Trichy,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Tiruchirappalli
Grand Sweets Trichy,Foodie / Budget Backpacker,Budget,Family,1,08:00-22:00,Tiruchirappalli
Hotel Gajapriya,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tiruchirappalli
Meridian Restaurant,Foodie / Romantic Couple,Mid-range,Couple,2,11:00-23:00,Tiruchirappalli
Hotel Meenakshi Bhavan,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tiruchirappalli
Vincent Restaurant,Foodie / Culture Seeker,Budget,Family,1,11:00-22:00,Tiruchirappalli
