place_name,category,cost_category,suitable_for,duration_hours,timing,destination_city
Ooty Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Nilgiris
Coonoor Market,Shopper / Urban Explorer,Budget,Family,2,09:00-20:00,Nilgiris
Tibetan Market Ooty,Shopper / Urban Explorer / Culture Seeker,Budget,Couple / Family,2,09:00-19:00,Nilgiris
Earl's Secret Ooty,Foodie / Romantic Couple,Premium,Couple,2,12:00-22:00,Nilgiris
Nahar's Sidewalk Cafe,Foodie / Relaxation Lover,Mid-range,Couple / Family,2,09:00-21:00,Nilgiris
Hyderabad Biryani House,Foodie / Budget Backpacker,Budget,Family,1,11:00-23:00,Nilgiris
Willy's Coffee Pub,Foodie / Budget Backpacker,Budget,Just Me / Couple,1,10:00-22:00,Nilgiris
Place To Bee Cafe,Foodie / Romantic Couple,Mid-range,Couple,2,09:00-21:00,Nilgiris
Hotel Pankaj Bhojanalaya,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Nilgiris
Ketti Valley View,Nature Lover / Romantic Couple,Budget,Couple,1,Open 24 hours,Nilgiris
6th Mile Coonoor,Nature Lover / Family Planner,Budget,Family,2,08:00-18:00,Nilgiris
Wenlock Downs,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Nilgiris
Deer Park Ooty,Family Planner / Nature Lover,Budget,Family,2,09:00-18:00,Nilgiris
All Saints Church Coonoor,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,1,09:00-17:00,Nilgiris
Hogenakkal Falls,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-18:00,Dharmapuri
Hogenakkal Coracle Boat Ride,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,2,07:00-17:00,Dharmapuri
Hogenakkal Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Dharmapuri
Kaveri River Bathing Area,Nature Lover / Family Planner,Budget,Family,2,06:00-18:00,Dharmapuri
Theerthamalai Temple,Spiritual Traveler / Adventure Seeker,Mid-range,Family,4,06:00-20:00,Dharmapuri
Chenraya Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Dharmapuri
Kottai Kovil Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-18:00,Dharmapuri
Kalabairavar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Dharmapuri
Hanumanthathirtham Temple,Spiritual Traveler / Nature Lover,Budget,Couple / Family,2,06:00-19:00,Dharmapuri
Morappur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Dharmapuri
Sri Raghavendra Swamy Mutt,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Dharmapuri
Veera Anjaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Dharmapuri
Sacred Heart Cathedral,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Dharmapuri
Mount Carmel Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Dharmapuri
CSI Zion Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Dharmapuri
Adhiyamankottai Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,09:00-17:00,Dharmapuri
Subramanya Siva Memorial,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Dharmapuri
Dharmapuri Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Dharmapuri
Krishnagiri Dam Park,Nature Lover / Family Planner,Budget,Family,3,08:00-17:00,Dharmapuri
Mettur Dam,Nature Lover / Family Planner,Mid-range,Family,3,09:00-18:00,Dharmapuri
Thoppaiyar Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Dharmapuri
Pambar Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Dharmapuri
Melagiri Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-18:00,Dharmapuri
Karimangalam Hills,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Dharmapuri
Pennagaram Forest Area,Nature Lover / Adventure Seeker,Budget,Couple / Family,4,07:00-17:00,Dharmapuri
Sitteri Forest Reserve,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Dharmapuri
Dharmapuri Town Park,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Dharmapuri
Children's Park Dharmapuri,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Dharmapuri
Harur Lake Park,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Dharmapuri
Karimangalam Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Dharmapuri
Harur Lake,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Dharmapuri
Pennagaram Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Dharmapuri
Dharmapuri Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Dharmapuri
Hogenakkal Fish Market,Culture Seeker / Foodie,Budget,Couple / Family,2,07:00-18:00,Dharmapuri
Harur Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Dharmapuri
Hogenakkal Fish Fry Stalls,Foodie / Culture Seeker,Budget,Family,1,10:00-19:00,Dharmapuri
Saravana Bhavan Dharmapuri,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Dharmapuri
Hotel Aryaas Dharmapuri,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Dharmapuri
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Dharmapuri
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Dharmapuri
Sangeetha Restaurant,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Dharmapuri
Hogenakkal Medicinal Bath,Relaxation Lover / Nature Lover,Mid-range,Couple / Family,2,08:00-17:00,Dharmapuri
Melagiri Hills Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Dharmapuri
Kaveri River Rafting,Adventure Seeker / Nature Lover,Premium,Couple,3,08:00-16:00,Dharmapuri
Kaveri River Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Dharmapuri
Theerthamalai Viewpoint,Nature Lover / Spiritual Traveler,Budget,Couple / Family,1,06:00-18:00,Dharmapuri
Dharmapuri Silk Weaving Center,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-18:00,Dharmapuri
Pennagaram Eco Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Dharmapuri
Dharmapuri Rose Garden,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-20:00,Dharmapuri
Morappur Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Dharmapuri
Yercaud Lake (Emerald Lake),Nature Lover / Family Planner,Mid-range,Family,3,09:00-17:30,Salem
Yercaud Botanical Garden,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-18:00,Salem
Yercaud Rose Garden,Nature Lover / Romantic Couple,Budget,Couple,2,09:00-18:00,Salem
Shevaroy Temple,Spiritual Traveler / Adventure Seeker,Mid-range,Family,3,06:00-20:00,Salem
Lady's Seat Yercaud,Nature Lover / Romantic Couple,Budget,Couple,1,08:00-18:00,Salem
Peeku Park Yercaud,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Salem
Pagoda Point,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:00-18:00,Salem
Anna Park Yercaud,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Salem
Bears Cave,Adventure Seeker / Nature Lover,Budget,Couple / Family,2,09:00-17:00,Salem
32 km Loop Road Yercaud,Nature Lover / Romantic Couple,Budget,Couple / Family,3,06:00-18:00,Salem
Kiliyur Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Salem
Kolli Hills Agaya Gangai Falls,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,08:00-17:00,Salem
Pachaimalai Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Salem
1008 Shiva Temple,Spiritual Traveler / Culture Seeker,Mid-range,Family,3,06:00-20:00,Salem
Siddhar Temple Kanjamalai,Spiritual Traveler / Adventure Seeker,Mid-range,Family,4,06:00-20:00,Salem
Kottai Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Salem
Sugavaneshwarar Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Salem
Sri Raja Rajeswari Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"07:00-12:00, 16:00-19:00",Salem
ISKCON Temple Salem,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,"04:30-13:00, 16:00-20:30",Salem
Arulmigu Arupathi Thiruvasagam Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Salem
Mettur Dam,Nature Lover / Family Planner,Mid-range,Family,3,08:00-18:00,Salem
Mettur Dam Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Salem
Thirumanimutharu River Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Salem
Sankagiri Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,09:00-17:00,Salem
Salem Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:30-17:30,Salem
Kurumbapatti Zoological Park,Nature Lover / Family Planner,Mid-range,Family,4,09:00-17:30,Salem
Anna Park Salem,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Salem
Deer Park Salem,Family Planner / Nature Lover,Budget,Family,2,09:00-18:00,Salem
Children's Park Salem,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Salem
Mookaneri Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Salem
Saradhambal Lake,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Salem
Salem Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Salem
Yercaud Market,Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-19:00,Salem
Salem Textiles Hub,Shopper / Urban Explorer,Budget,Family,2,10:00-20:00,Salem
Great Trails Yercaud,Foodie / Romantic Couple,Premium,Couple,2,07:00-22:00,Salem
Saravana Bhavan Salem,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Salem
Hotel Aryaas Salem,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Salem
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Salem
Sri Krishna Sweets Salem,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Salem
Sangeetha Restaurant Salem,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Salem
Yercaud Lake Boating,Adventure Seeker / Family Planner,Mid-range,Family,1,09:00-17:30,Salem
Yercaud Trekking Trails,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,06:00-12:00,Salem
Kolli Hills Adventure Trek,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Salem
Yercaud Coffee Plantations,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Salem
Yercaud Orange Groves,Nature Lover / Culture Seeker,Budget,Family,2,09:00-17:00,Salem
Gents Seat Yercaud,Nature Lover / Romantic Couple,Budget,Couple,1,08:00-18:00,Salem
Norton's Bungalow Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,09:00-17:00,Salem
Silk Farm Yercaud,Culture Seeker / Family Planner,Budget,Family,2,09:00-17:00,Salem
Jamia Masjid Salem,Culture Seeker / Spiritual Traveler,Budget,Couple / Family,1,Open 24 hours,Salem
Sri Chakra Mahameru Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Salem
Vivekananda Rock Memorial,Spiritual Traveler / Culture Seeker,Mid-range,Couple / Family,3,08:00-16:00,Kanyakumari
Thiruvalluvar Statue,Culture Seeker / Family Planner,Mid-range,Family,2,08:00-16:00,Kanyakumari
Gandhi Memorial Mandapam,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,07:00-19:00,Kanyakumari
Tsunami Memorial,Culture Seeker / Family Planner,Budget,Family,1,Open 24 hours,Kanyakumari
Kanyakumari Beach (Triveni Sangam),Nature Lover / Spiritual Traveler,Budget,Couple / Family,3,Open 24 hours,Kanyakumari
Sanguthurai Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Kanyakumari
Sothavilai Beach,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Kanyakumari
Muttom Beach,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,06:00-18:00,Kanyakumari
Chothavilai Beach,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Kanyakumari
Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,2,17:00-19:00,Kanyakumari
Sunrise Point,Nature Lover / Romantic Couple,Budget,Couple,2,05:00-07:00,Kanyakumari
View Tower Kanyakumari,Nature Lover / Family Planner,Budget,Family,1,08:00-18:00,Kanyakumari
Kanyakumari Lighthouse,Culture Seeker / Adventure Seeker,Budget,Couple / Family,1,15:00-17:00,Kanyakumari
Kumari Amman Temple (Bhagavathy Amman),Spiritual Traveler / Culture Seeker,Budget,Family,2,"04:30-12:30, 16:00-20:30",Kanyakumari
Suchindram Thanumalayan Temple,Spiritual Traveler / Culture Seeker,Mid-range,Family,3,"04:30-11:30, 17:00-20:30",Kanyakumari
Sthanumalayan Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,"04:30-11:30, 17:00-20:30",Kanyakumari
Nagaraja Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Kanyakumari
Guganathaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,"06:00-11:00, 17:30-20:30",Kanyakumari
Thirparappu Shiva Temple,Spiritual Traveler / Nature Lover,Budget,Family,1,06:00-20:00,Kanyakumari
Our Lady of Ransom Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Kanyakumari
St. Xavier's Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Kanyakumari
Holy Cross Church Kottar,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-19:00,Kanyakumari
Thirparappu Falls (Thirparappu Aruvi),Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-18:00,Kanyakumari
Olakaruvi Falls,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,08:00-17:00,Kanyakumari
Courtallam Falls (Near Kanyakumari),Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-18:00,Kanyakumari
Padmanabhapuram Palace,Culture Seeker / Budget Backpacker,Mid-range,Couple / Family,3,09:00-17:00,Kanyakumari
Vattakottai Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,2,08:00-18:00,Kanyakumari
Udayagiri Fort,Culture Seeker / Adventure Seeker,Budget,Couple / Family,2,09:00-17:00,Kanyakumari
Mathur Hanging Bridge (Aqueduct),Adventure Seeker / Nature Lover,Budget,Couple / Family,2,06:00-19:00,Kanyakumari
Chitharal Jain Temples (Rock-Cut),Culture Seeker / Spiritual Traveler,Budget,Couple / Family,2,09:00-17:00,Kanyakumari
Kanyakumari Wax Museum,Culture Seeker / Family Planner,Mid-range,Family,2,10:00-18:00,Kanyakumari
Kamarajar Mani Mandapam,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,08:00-18:00,Kanyakumari
Kanyakumari Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Kanyakumari
Seashell Market,Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-20:00,Kanyakumari
Handloom Shopping Center,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,10:00-20:00,Kanyakumari
Sea View Restaurant,Foodie / Romantic Couple,Mid-range,Couple,2,07:00-22:00,Kanyakumari
Saravana Bhavan Kanyakumari,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Kanyakumari
Hotel Aryaas Kanyakumari,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Kanyakumari
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Kanyakumari
Sangam Restaurant,Foodie / Culture Seeker,Budget,Family,1,11:00-23:00,Kanyakumari
Fresh Fish Market Restaurants,Foodie / Culture Seeker,Budget,Couple / Family,2,10:00-20:00,Kanyakumari
Vivekananda Rock Ferry Ride,Adventure Seeker / Family Planner,Mid-range,Family,1,08:00-16:00,Kanyakumari
Swimming at Muttom Beach,Adventure Seeker / Nature Lover,Budget,Couple / Family,2,07:00-17:00,Kanyakumari
Vivekananda Kendra,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Kanyakumari
Children's Park Kanyakumari,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Kanyakumari
Thirparappu Dam Park,Nature Lover / Family Planner,Budget,Family,2,08:00-18:00,Kanyakumari
Vivekananda Mandapam,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,07:00-19:00,Kanyakumari
Nagercoil Clock Tower,Culture Seeker / Urban Explorer,Budget,Just Me / Couple,1,Open 24 hours,Kanyakumari
Baywatch Amusement Park,Family Planner / Adventure Seeker,Mid-range,Family,3,10:00-19:00,Kanyakumari
Pechiparai Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Kanyakumari
Suruli Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Theni
Chinna Suruli Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,07:00-17:00,Theni
Kumbakkarai Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-16:00,Theni
Kumbakarai Main Falls,Adventure Seeker / Nature Lover,Budget,Couple / Family,2,09:00-17:00,Theni
Meghamalai (High Wavy Mountains),Nature Lover / Adventure Seeker,Mid-range,Couple / Family,6,06:00-18:00,Theni
Meghamalai Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Theni
Kurangani Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-18:00,Theni
Maharaja Mettu,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Theni
Vaigai Dam,Nature Lover / Family Planner,Budget,Family,3,06:00-18:00,Theni
Vaigai Dam Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Theni
Shanmuganathi Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Theni
Sothuparai Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Theni
Manalar Dam,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:00-17:00,Theni
Meghamalai Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-17:00,Theni
Meghamalai Tiger Reserve,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,07:00-17:00,Theni
Meghamalai Tea Estates,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,3,09:00-17:00,Theni
High Wavy Tea Estate Tour,Nature Lover / Culture Seeker,Mid-range,Couple / Family,3,09:00-16:00,Theni
Kolukkumalai Tea Estate (Border),Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-16:00,Theni
Kuchanur Sri Saneeswara Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Theni
Devadanapatti Kamakshi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Kailasanathar Temple Cave,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-19:00,Theni
Veerapandi Gowmariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Theni
Mangaladevi Temple Thekkady Border,Spiritual Traveler / Adventure Seeker,Mid-range,Family,3,06:00-18:00,Theni
Vellappar Temple Mavuthu,Spiritual Traveler / Nature Lover,Budget,Family,2,06:00-18:00,Theni
Murugan Temple Meghamalai,Spiritual Traveler / Adventure Seeker,Budget,Family,2,06:00-19:00,Theni
Colonel Pennycuick Memorial,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,09:00-17:00,Theni
Bodi Hills,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-18:00,Theni
Theertha Thotti Sacred Pool,Spiritual Traveler / Nature Lover,Budget,Couple / Family,2,07:00-18:00,Theni
Mavuthu Natural Springs,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Theni
Theni Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Theni
Cumbum Grape Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-20:00,Theni
Theni Textile Market,Shopper / Urban Explorer,Budget,Family,2,09:00-20:00,Theni
Saravana Bhavan Theni,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Theni
Hotel Aryaas Theni,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Theni
Thooppukadai Mess,Foodie / Culture Seeker,Budget,Family,1,"11:00-15:00, 19:00-22:00",Theni
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Theni
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Theni
Meghamalai Trekking,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,6,06:00-12:00,Theni
Kurangani Hills Trek,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,5,06:00-12:00,Theni
Meghamalai Jeep Safari,Adventure Seeker / Family Planner,Mid-range,Family,4,08:00-17:00,Theni
Theni Children's Park,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Theni
Periyakulam Town Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Theni
Vellimalai Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-18:00,Theni
Kambam Valley View,Nature Lover / Romantic Couple,Budget,Couple / Family,2,06:00-18:00,Theni
Meghamalai Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,2,16:00-19:00,Theni
Cumbum Valley Vineyards,Nature Lover / Culture Seeker,Mid-range,Couple / Family,2,09:00-17:00,Theni
Theni Organic Farms Tour,Culture Seeker / Family Planner,Budget,Family,3,09:00-16:00,Theni
Kodi Lingam Sacred Site,Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,2,06:00-18:00,Theni
Ellapatti River,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Theni
Periyakulam Lake,Nature Lover / Relaxation Lover,Budget,Family,2,06:00-18:00,Theni
Adiyogi Shiva Statue & Isha Yoga Centre,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,3,06:00-20:00,Coimbatore
Dhyanalinga Temple,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,2,06:00-20:00,Coimbatore
Marudhamalai Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Coimbatore
Perur Pateeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:30, 16:00-20:30",Coimbatore
Eachanari Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Koniamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,1,06:00-20:00,Coimbatore
Vellingiri Hill Temple,Spiritual Traveler / Adventure Seeker,Mid-range,Family,8,04:00-18:00,Coimbatore
Masaniamman Temple Anaimalai,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Coimbatore
Siruvani Waterfalls (Kovai Kutralam),Nature Lover / Adventure Seeker,Budget,Couple / Family,4,10:00-17:00,Coimbatore
Vaidehi Falls (Monkey Falls),Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Monkey Falls,Nature Lover / Family Planner,Budget,Family,2,09:00-17:00,Coimbatore
Kodiveri Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Valparai Hill Station,Nature Lover / Relaxation Lover,Mid-range,Couple / Family,8,06:00-18:00,Coimbatore
Valparai Tea Estates,Nature Lover / Romantic Couple,Mid-range,Couple / Family,3,09:00-17:00,Coimbatore
Anaikatti Hills,Nature Lover / Adventure Seeker,Budget,Couple / Family,4,06:00-18:00,Coimbatore
Aliyar Dam,Nature Lover / Family Planner,Mid-range,Family,3,09:00-18:00,Coimbatore
Aliyar Dam Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Coimbatore
Siruvani Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,09:00-17:00,Coimbatore
Parambikulam Dam,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,08:00-17:00,Coimbatore
Indira Gandhi Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-18:00,Coimbatore
Salim Ali Centre for Ornithology,Nature Lover / Culture Seeker,Budget,Couple / Family,3,09:00-17:00,Coimbatore
Black Thunder Water Theme Park,Adventure Seeker / Family Planner,Premium,Family,6,10:00-18:00,Coimbatore
Kovai Kondattam Amusement Park,Family Planner / Adventure Seeker,Mid-range,Family,5,10:00-18:00,Coimbatore
Maharaja Theme Park,Family Planner / Adventure Seeker,Mid-range,Family,4,10:00-19:00,Coimbatore
VOC Park and Zoo,Nature Lover / Family Planner,Budget,Family,3,09:00-18:00,Coimbatore
Gandhi Park (Singanallur),Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Coimbatore
Bharathi Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Coimbatore
Botanical Garden TNAU,Nature Lover / Culture Seeker,Budget,Couple / Family,2,09:00-17:00,Coimbatore
GEDEE Car Museum,Culture Seeker / Family Planner,Budget,Family,2,09:30-18:00,Coimbatore
Gass Forest Museum,Culture Seeker / Nature Lover,Budget,Couple / Family,2,10:00-17:00,Coimbatore
Tamil Nadu Police Museum,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,10:00-17:00,Coimbatore
Regional Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,Family,3,10:00-18:00,Coimbatore
Brookefields Mall,Shopper / Urban Explorer / Foodie,Mid-range,Family,3,10:00-22:00,Coimbatore
Prozone Mall,Shopper / Urban Explorer,Mid-range,Couple / Family,3,10:00-22:00,Coimbatore
RS Puram Shopping Area,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Coimbatore
Town Hall Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-21:00,Coimbatore
Hari Bhavanam,Foodie / Culture Seeker,Budget,Family,1,07:00-22:00,Coimbatore
Annapoorna Restaurant,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:30,Coimbatore
That's Y Food,Foodie / Romantic Couple,Mid-range,Couple,2,12:00-23:00,Coimbatore
Shree Anandhaas,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:30,Coimbatore
Sree Annapoorna Sree Gowrishankar,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:00,Coimbatore
Junior Kuppanna,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Coimbatore
